-10.771 6.483 -5.801
-9.912 6.627 -6.014
-9.141 6.974 -6.366
-8.765 7.709 -5.995
-8.54 8.597 -5.506
-8.746 8.846 -5.099
-9.297 8.93 -4.223
-9.833 8.554 -4.273
-9.615 8.107 -4.192
-8.605 8.114 -3.883
-7.082 8.284 -3.457
-5.384 8.492 -3.098
-3.529 8.691 -2.683
-2.423 8.655 -2.719
-1.403 8.363 -2.813
-0.711 8.152 -2.997
0.019 7.791 -2.959
0.708 7.221 -2.499
1.494 6.704 -1.874
2.138 6.292 -1.314
2.681 5.763 -0.055
2.873 5.43 0.905
2.877 5.36 1.529
2.185 5.494 1.992
-0.011 6.189 1.982
-2.619 7.3 2.114
-5.731 9.098 -0.507
-9.206 10.889 -2.569
-13.159 12.589 -3.914
-15.926 12.601 -3.895
-17.368 10.992 -2.542
-16.645 9.665 -1.175
-14.315 8.98 -0.32
-12.27 9.153 0.543
-10.087 9.567 0.055
-8.566 10.264 -0.33
-7.362 10.604 -0.914
-6.668 10.395 -1.343
-5.729 9.68 -0.979
-4.891 8.897 -0.526
-4.178 8.08 0.122
-3.375 7.309 0.727
-2.573 6.526 1.027
-2.253 6.074 0.845
-2.068 5.585 0.718
-1.807 5.367 0.6
-1.278 5.379 0.387
-0.581 5.37 0.138
0.172 5.458 0.028
0.763 5.6 0.016
1.345 5.566 0.102
1.75 5.619 0.045
2.015 5.372 0.131
2.31 5.197 0.464
2.554 4.994 0.735
2.705 5.217 1.106
2.88 5.521 1.704
2.794 6.174 2.76
2.473 7.12 3.481
1.357 7.862 3.502
-1.453 8.971 3.237
-4.841 10.259 2.444
-9.79 12.4 0.007
-14.267 14.19 -1.723
-18.069 14.425 -2.784
-19.494 12.445 -3.016
-17.806 10.161 -1.127
-16.355 10.118 -0.253
-14.018 10.939 1.101
-11.947 11.538 1.467
-9.986 11.49 1.216
-7.961 11.336 0.73
-5.188 10.834 0.471
-2.935 10.194 0.43
-0.414 9.222 1.118
1.623 8.298 1.69
3.574 7.213 2.276
5.056 5.87 2.403
6.026 4.462 2.353
6.189 3.675 2.446
6.38 3.304 2.569
6.481 3.428 2.734
6.569 3.68 2.813
6.44 4.099 2.801
5.356 4.836 3.222
4.015 5.389 3.083
1.237 6.095 2.164
-2.664 6.811 1.304
-8.193 7.941 0.306
-13.24 10.362 -1.403
-18.44 13.005 -3.404
-19.613 13.202 -3.55
-18.531 11.557 -1.81
-15.05 10.218 -0.409
-11.88 9.869 0.924
-9.488 10.41 1.908
-7.558 11.313 2.049
-6.567 11.633 2.042
-5.765 11.439 1.936
-5.03 10.905 2.011
-4.055 10.048 2.367
-2.99 9.103 2.88
-1.697 8.145 3.423
-0.608 7.441 3.548
0.658 6.555 3.586
1.553 6.035 3.363
2.454 5.581 2.935
3.095 5.463 2.616
3.763 5.861 2.269
4.395 6.1 2.197
4.573 6.459 2.276
4.654 6.644 2.657
4.52 6.869 3.038
4.17 7.063 3.411
3.165 7.338 3.866
1.599 7.561 3.55
-1.582 7.659 1.992
-6.859 8.061 0.866
-13.068 9.232 -0.129
-18.503 11.059 -2.025
-19.613 11.633 -3.091
-19.613 10.968 -2.401
-19.063 10.417 -1.192
-14.933 10.862 0.435
-11.265 11.504 1.673
-8.846 11.782 1.984
-6.708 11.621 1.977
-4.996 11.078 2.02
-2.798 10.027 2.233
-0.905 9.048 2.561
1.053 7.855 2.889
2.727 6.663 3.186
4.403 5.638 3.294
5.413 5.071 3.282
6.715 4.489 3.261
7.441 4.28 3.265
7.913 4.338 3.507
7.905 4.374 3.768
7.496 4.575 3.648
6.538 4.795 3.658
4.376 5.245 3.237
1.525 5.966 2.578
-4.151 6.869 1.034
-11.581 7.515 -0.09
-17.763 10.867 -2.739
-19.613 13.604 -5.691
-19.613 14.087 -4.984
