-5.799667385 2.91527018 9.4506944
-5.328947385 2.99377018 9.0186944
-4.858227385 3.46447018 7.9596944
-4.544417385 3.81747018 8.0386944
-4.034467385 4.24897018 7.8026944
-3.916787385 4.75897018 7.9986944
-4.034467385 4.79797018 7.8416944
-3.995237385 3.93517018 7.4886944
-3.367627385 3.03297018 7.3716944
-2.543827385 2.09147018 6.6656944
-1.602427385 1.30697018 6.2338944
-0.582527385000001 0.71857018 6.2338944
0.00587261499999947 -0.10512982 5.8023944
0.594272615 -0.41902982 5.3316944
0.986572615 -1.00742982 4.5078944
1.614172615 -1.87032982 3.7233944
2.398672615 -2.69412982 2.2719944
2.830172615 -3.51792982 1.2128944
3.065572615 -4.85158982 0.0752943999999998
3.457772615 -6.30297982 -0.8269056
3.732372615 -7.51902982 -1.3368056
3.889272615 -8.22502982 -2.0037056
3.967772615 -8.81342982 -2.4744056
3.889272615 -8.93112982 -3.0628156
3.810872615 -8.38202982 -3.6904356
3.653972615 -7.04832982 -3.9650256
3.261672615 -4.73392982 -4.0434756
2.437872615 -1.71342982 -3.2981756
1.025772615 1.38547018 -2.1998056
-1.367027385 5.85697018 -0.1208056
-3.877567385 8.99497018 2.4288944
-6.937227385 12.21197018 5.3316944
-8.467027385 14.05597018 8.0386944
-8.898527385 14.21297018 10.5096944
-8.074827385 13.15297018 11.2936944
-6.819527385 12.21197018 10.8236944
-5.250497385 10.17197018 9.5676944
-4.191377385 8.68197018 7.5286944
-3.014527385 6.60297018 5.7631944
-2.465427385 5.07297018 4.1156944
-1.680827385 3.62137018 2.5857944
-1.053227385 2.24847018 1.4482944
-0.151027385 0.79707018 0.6636944
0.201972615 -0.10512982 -0.0424055999999999
0.515772614999999 -1.24272982 -0.7484056
0.515772614999999 -1.90962982 -0.9053056
0.555072614999999 -2.73332982 -1.3761056
0.555072614999999 -3.36102982 -1.3368056
0.633472615 -4.18472982 -1.6506056
0.594272615 -4.89081982 -2.3175056
0.868872615 -5.32230982 -2.3567056
1.182672615 -5.75380282 -2.8666756
1.535672615 -6.42065982 -3.2589456
2.006472615 -6.89132982 -3.4550786
2.280972615 -7.32282982 -3.7296656
2.634072615 -7.83282982 -3.9257956
3.143972615 -8.18582982 -4.0434756
3.497072615 -8.26432982 -4.3180656
3.614672615 -8.42122982 -4.5534056
3.850072615 -7.79362982 -4.3965156
3.732372615 -6.61678982 -4.6319056
3.457772615 -5.20462982 -4.7496056
2.869372615 -2.65492982 -5.0241056
2.516372615 0.208670179999999 -4.1219356
1.261072615 4.60197018 -2.6313156
-1.014027385 9.46597018 -0.0816056000000001
-4.819000385 14.17297018 3.9194944
-8.780927385 14.21297018 7.8416944
-11.409027385 14.21297018 11.2936944
-11.369827385 14.21297018 12.8236944
-9.330027385 14.21297018 12.7846944
-6.741127385 14.09497018 11.5686944
-3.720627385 10.28997018 8.7446944
-2.230027385 6.95597018 5.7239944
-0.739427385 4.01357018 3.0564944
0.476572615 1.22857018 0.3106944
2.163372615 -1.94882982 -2.5920956
3.026272615 -3.98862982 -3.9650256
4.242372615 -6.89132982 -5.7694056
4.830772615 -9.28422982 -6.9462056
5.654772615 -11.01012982 -7.9661056
6.360772615 -12.10852982 -8.4761056
6.752772615 -12.73612982 -8.8291056
6.556772615 -13.24612982 -9.1822056
5.615772615 -13.20682982 -8.7114056
4.791472615 -12.73612982 -7.9661056
4.085472615 -11.20632982 -7.4562056
3.183272615 -9.44112982 -6.5932056
2.398672615 -6.81292982 -5.4556056
1.143472615 -3.12562982 -3.8473456
-0.543327385 2.16997018 -0.9053056
-2.661527385 6.60297018 2.0366944
-5.368177385 10.99597018 5.5669944
-8.780927385 14.21297018 9.2146944
-10.036127385 14.21297018 11.1376944
-9.447727385 14.21297018 11.3336944
-7.015727385 14.21297018 10.0776944
-5.093587385 12.79997018 8.5876944
-3.289127385 10.21097018 6.3515944
-1.837827385 8.32897018 4.1940944
-0.661027385000001 6.79897018 2.2327944
0.0843726149999995 4.91597018 0.3106944
0.986572615 3.15067018 -0.8661056
1.457272615 1.54237018 -2.0037056
1.927972615 -0.18362982 -3.0628156
2.241772615 -1.87032982 -3.7296656
2.634072615 -3.55712982 -4.5926056
2.830172615 -4.93003982 -5.1418056
3.261672615 -6.22451982 -5.9656056
4.046172615 -7.12672982 -6.5540056
4.556172615 -8.18582982 -7.2208056
5.026872615 -9.04882982 -7.6523056
5.222772615 -9.83332982 -8.2015056
5.418772615 -10.18642982 -7.8485056
5.693772615 -9.67642982 -6.9070056
5.301772615 -8.85272982 -5.9656056
4.752272615 -7.71512982 -5.4556056
4.046172615 -6.06761982 -4.9849056
2.359472615 -3.51792982 -3.6119856
0.201972615 0.52247018 -2.0821056
-3.485327385 5.85697018 0.8990944
-7.054927385 12.72197018 4.9785944
-10.585327385 14.21297018 9.6076944
-13.488127385 14.21297018 12.3536944
-12.625127385 14.21297018 13.3726944
-10.075327385 14.21297018 12.3536944
-7.015727385 14.21297018 10.3916944
-4.269827385 12.68297018 7.0966944
-2.112327385 9.23097018 4.4294944
-0.817927385 6.48497018 1.9973944
0.123572615 3.46447018 -0.4346056
0.986572615 -0.14442982 -2.5920956
2.045672615 -3.55712982 -4.4749656
3.418572615 -6.96982982 -6.3186056
4.948372615 -9.59802982 -8.0446056
6.164772615 -11.36322982 -8.9076056
6.948772615 -12.42232982 -9.2214056
7.223772615 -13.48142982 -9.2606056
7.223772615 -13.99142982 -9.3783056
6.634772615 -14.03062982 -8.5545056
5.889772615 -13.48142982 -8.2015056
4.752272615 -12.06932982 -7.3777056
3.810872615 -9.87262982 -6.7109056
2.790972615 -7.16592982 -5.4949056
0.868872615 -3.12562982 -3.8081156
-1.210127385 2.20917018 -1.4153056
-4.269827385 9.23097018 2.6249944
-8.270927385 14.21297018 7.8416944
-11.565927385 14.21297018 12.0006944
-12.821227385 14.21297018 13.9226944
-11.252127385 14.21297018 13.9616944
-8.310127385 14.21297018 13.2556944
-4.701317385 13.23197018 10.3136944
-2.779227385 9.42697018 7.0576944
-1.131727385 6.32797018 4.2332944
0.123572615 3.85667018 1.4482944
1.418072615 0.79707018 -1.3368056
2.712472615 -2.41952982 -4.3965156
4.124672615 -5.67534982 -6.5147056
5.536772615 -8.65652982 -8.7899056
6.634772615 -10.46102982 -9.6136056
7.419772615 -11.55932982 -10.3197056
7.576772615 -12.26542982 -10.4374056
7.380772615 -12.73612982 -10.1628056
6.674772615 -12.73612982 -9.4567056
5.968772615 -12.10852982 -9.1822056
4.830772615 -11.04942982 -8.3192056
3.693172615 -9.59802982 -7.4562056
2.594872615 -7.59742982 -6.1617056
1.574972615 -4.81236982 -5.1026056
0.280472615 -1.36042982 -3.5335326
-1.210127385 2.83687018 -0.6308056
-2.661527385 7.42597018 2.0366944
-5.485857385 11.58397018 5.2924944
-7.996327385 14.21297018 8.3126944
-8.898527385 14.21297018 8.8226944
-9.016227385 14.21297018 9.3326944
-7.251027385 14.21297018 8.9406944
-5.093587385 12.76097018 7.8026944
-3.171527385 9.97597018 6.3122944
-1.759327385 7.62197018 4.5863944
-0.111827385 4.91597018 3.0957944
0.947272615 3.26827018 1.2912944
1.967172615 1.42467018 -0.2777056
2.673272615 -0.41902982 -1.6114056
3.143972615 -1.75272982 -2.4744056
3.850072615 -3.75322982 -3.7688956
4.713072615 -5.75380282 -5.2203056
5.301772615 -7.51902982 -6.3186056
6.124772615 -8.65652982 -7.1424056
6.713772615 -9.71572982 -7.4170056
7.066772615 -10.42172982 -7.6131056
6.713772615 -10.61792982 -7.4170056
5.968772615 -10.30412982 -7.4562056
4.752272615 -9.48032982 -6.9855056
3.653972615 -8.38202982 -6.2009056
2.987072615 -6.57755982 -5.2595056
2.006472615 -4.81236982 -3.9650256
1.143472615 -2.34112982 -2.5528656
0.162772615 0.32627018 -0.8661056
